Year,Month,Paper_Title,Paper_URL,Paper_Access_Type,Paper_Abstract,Author_Name,Author_Nationality,Author_Total_Papers,Author_Is_High_Producer
2022,3,Information Extraction from High-Resolution Remote Sensing Images Based on Multi-Scale Segmentation and Case-Based Reasoning,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000003/art00017;jsessionid=8hnpdmtdnk8gc.x-ic-live-01,Subscribed content,"In object-oriented information extraction from high-resolution remote sensing images, the segmentation and classification of images involves considerable manual participation, which limits the develop...","Xu, Jun",China,1,No
2022,3,Automated 3D Reconstruction of LoD2 and LoD1 Models for All 10 Million Buildings of the Netherlands,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000003/art00011;jsessionid=8hnpdmtdnk8gc.x-ic-live-01,Subscribed content,"In this paper, we present our workflow to automatically reconstruct three-dimensional (3D) building models based on two-dimensional building polygons and a lidar point cloud. The workflow generates mo...","van Liempt, Jordi",Netherlands,1,No
2022,4,Urban Land Cover/Use Mapping and Change Detection Analysis Using Multi-Temporal Landsat OLI with Lidar-DEM and Derived TPI,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00010;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,The mapping and change detection of land cover and land use are essential for urban management. The aim of this study was to map and monitor the spatial and temporal change in urban land cover and lan...,"Akumu, Clement E.",Kenya,3,Yes
2022,4,Research on Machine Intelligent Perception of Urban Geographic Location Based on High Resolution Remote Sensing Images,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00007;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,Machine intelligent perception (MIP ) provides a novel way for human beings to recognize geographical locations automatically.MIPof geographical locations enables computers to describe locations autom...,"Chen, Jun",China,1,No
2022,4,Urban Land Cover/Use Mapping and Change Detection Analysis Using Multi-Temporal Landsat OLI with Lidar-DEM and Derived TPI,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00010;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,The mapping and change detection of land cover and land use are essential for urban management. The aim of this study was to map and monitor the spatial and temporal change in urban land cover and lan...,"Dennis, Sam",Unknown,2,No
2022,4,Floating Solar Park Impacts Urban Land Surface Temperature Distribution Pattern,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00013;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"In recent years, the global photovoltaic industry has developed rapidly. It is significant for evaluating the impact of large-scale solar parks on the environment for the sustainable development of th...","Guoqing, Li",China,1,No
2022,4,Use of Commercial Satellite Imagery to Monitor Changing Arctic Polygonal Tundra,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00011;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,Commercial satellite sensors offer the luxury of mapping of individual permafrost features and their change over time. Deep learning convolutional neural nets (CNNs) demonstrate a remarkable success i...,"Hasan, Amit",Japan,2,No
2022,4,Identifying the Driving Factors of Urban Land Surface Temperature,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00009;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"Land surface temperature (LST) has a profound impact on urban climate and ecology, and is widely used to quantify surface urban heat islands. The spatial heterogeneity ofLSTis affected by natural and ...","Kang, Zhiming",China,1,No
2022,4,An Evaluation of Pan-Sharpening Methods forSuperView-1Satellite Imagery,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00012;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"At present, little research focuses on the application of pan-sharpening methods to SuperView-1 satellite imagery. There is a lack of suitability assessment for existing pan-sharpening methods applied...","Lan, Qiongqiong",Unknown,1,No
2022,4,Identifying the Driving Factors of Urban Land Surface Temperature,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00009;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"Land surface temperature (LST) has a profound impact on urban climate and ecology, and is widely used to quantify surface urban heat islands. The spatial heterogeneity ofLSTis affected by natural and ...","Li, Sicheng",China,1,No
2022,4,Identifying the Driving Factors of Urban Land Surface Temperature,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00009;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"Land surface temperature (LST) has a profound impact on urban climate and ecology, and is widely used to quantify surface urban heat islands. The spatial heterogeneity ofLSTis affected by natural and ...","Liang, Lifeng",China,1,No
2022,4,Use of Commercial Satellite Imagery to Monitor Changing Arctic Polygonal Tundra,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00011;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,Commercial satellite sensors offer the luxury of mapping of individual permafrost features and their change over time. Deep learning convolutional neural nets (CNNs) demonstrate a remarkable success i...,"Liljedahl, Anna",Unknown,2,No
2022,4,Identifying the Driving Factors of Urban Land Surface Temperature,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00009;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"Land surface temperature (LST) has a profound impact on urban climate and ecology, and is widely used to quantify surface urban heat islands. The spatial heterogeneity ofLSTis affected by natural and ...","Liu, Xiujuan",China,1,No
2022,4,Identifying the Driving Factors of Urban Land Surface Temperature,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00009;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"Land surface temperature (LST) has a profound impact on urban climate and ecology, and is widely used to quantify surface urban heat islands. The spatial heterogeneity ofLSTis affected by natural and ...","Tan, Benhua",Unknown,1,No
2022,4,Use of Commercial Satellite Imagery to Monitor Changing Arctic Polygonal Tundra,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00011;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,Commercial satellite sensors offer the luxury of mapping of individual permafrost features and their change over time. Deep learning convolutional neural nets (CNNs) demonstrate a remarkable success i...,"Udawalpola, Mahendra",Unknown,1,No
2022,4,Identifying the Driving Factors of Urban Land Surface Temperature,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00009;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"Land surface temperature (LST) has a profound impact on urban climate and ecology, and is widely used to quantify surface urban heat islands. The spatial heterogeneity ofLSTis affected by natural and ...","Wang, Lihua",China,1,No
2022,4,An Evaluation of Pan-Sharpening Methods forSuperView-1Satellite Imagery,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00012;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"At present, little research focuses on the application of pan-sharpening methods to SuperView-1 satellite imagery. There is a lack of suitability assessment for existing pan-sharpening methods applied...","Wang, Qian",China,2,No
2022,4,An Evaluation of Pan-Sharpening Methods forSuperView-1Satellite Imagery,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00012;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"At present, little research focuses on the application of pan-sharpening methods to SuperView-1 satellite imagery. There is a lack of suitability assessment for existing pan-sharpening methods applied...","Wen, Bowen",China,1,No
2022,4,Use of Commercial Satellite Imagery to Monitor Changing Arctic Polygonal Tundra,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00011;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,Commercial satellite sensors offer the luxury of mapping of individual permafrost features and their change over time. Deep learning convolutional neural nets (CNNs) demonstrate a remarkable success i...,"Witharana, Chandi",Sri Lanka,2,No
2022,4,Research on Machine Intelligent Perception of Urban Geographic Location Based on High Resolution Remote Sensing Images,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00007;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,Machine intelligent perception (MIP ) provides a novel way for human beings to recognize geographical locations automatically.MIPof geographical locations enables computers to describe locations autom...,"Yang, Cunjian",China,1,No
2022,4,Floating Solar Park Impacts Urban Land Surface Temperature Distribution Pattern,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00013;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"In recent years, the global photovoltaic industry has developed rapidly. It is significant for evaluating the impact of large-scale solar parks on the environment for the sustainable development of th...","Yelong, Zeng",Unknown,1,No
2022,4,Floating Solar Park Impacts Urban Land Surface Temperature Distribution Pattern,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00013;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"In recent years, the global photovoltaic industry has developed rapidly. It is significant for evaluating the impact of large-scale solar parks on the environment for the sustainable development of th...","Yingjie, Bo",Unknown,1,No
2022,4,Research on Machine Intelligent Perception of Urban Geographic Location Based on High Resolution Remote Sensing Images,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00007;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,Machine intelligent perception (MIP ) provides a novel way for human beings to recognize geographical locations automatically.MIPof geographical locations enables computers to describe locations autom...,"Yu, Zhengyang",China,1,No
2022,4,An Evaluation of Pan-Sharpening Methods forSuperView-1Satellite Imagery,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00012;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"At present, little research focuses on the application of pan-sharpening methods to SuperView-1 satellite imagery. There is a lack of suitability assessment for existing pan-sharpening methods applied...","Zhang, Lei",China,3,Yes
2022,4,An Evaluation of Pan-Sharpening Methods forSuperView-1Satellite Imagery,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00012;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"At present, little research focuses on the application of pan-sharpening methods to SuperView-1 satellite imagery. There is a lack of suitability assessment for existing pan-sharpening methods applied...","Zhang, Ming",China,1,No
2022,4,Floating Solar Park Impacts Urban Land Surface Temperature Distribution Pattern,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000004/art00013;jsessionid=vkvctrm14aip.x-ic-live-03,Subscribed content,"In recent years, the global photovoltaic industry has developed rapidly. It is significant for evaluating the impact of large-scale solar parks on the environment for the sustainable development of th...","Zhe, Liu",Unknown,1,No
2022,5,A Low-Cost and Portable Indoor 3D Mapping Approach Using Biaxial Line Laser Scanners and a One-Dimension Laser Range Finder Integrated with Microelectromechanical Systems,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00009;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"Existing indoor 3D mapping solutions suffer from high cost and poor portability. In this article, a low-cost and portable indoor 3D mapping approach using biaxial line laser scanners and a one-dimensi...","Duan, Xuzhe",China,1,No
2022,5,Comparing the Sensitivity of Pixel-Based and Sub-Watershed-Based Analytic Hierarchy Process to Weighting Criteria for Flood Hazard Estimation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00013;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"In flood hazard estimation via the analytic hierarchy process (AHP), using the pixel as the basic unit might lead to accuracy relying on the optimal weighting criteria. To this end, considering the su...","Fan, Yewen",China,3,Yes
2022,5,Robust Dynamic Indoor Visible Light Positioning Method Based on CMOS Image Sensor,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00012;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,A real-time imaging recognition and positioning method based on visible light communication flat light source is proposed. This method images the visible light communication flat light source through ...,"Gao, Yangjun",China,1,No
2022,5,Alternative Procedure to Improve the Positioning Accuracy of Orthomosaic Images Acquired with Agisoft Metashape and DJI P4 Multispectral for Crop Growth Observation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00011;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"Vegetation indices (VIs), such as the green chlorophyll index and normalized difference vegetation index, are calculated from visible and near-infrared band images for plant diagnosis in crop breeding...","Hiura, Satoko",Unknown,1,No
2022,5,A Low-Cost and Portable Indoor 3D Mapping Approach Using Biaxial Line Laser Scanners and a One-Dimension Laser Range Finder Integrated with Microelectromechanical Systems,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00009;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"Existing indoor 3D mapping solutions suffer from high cost and poor portability. In this article, a low-cost and portable indoor 3D mapping approach using biaxial line laser scanners and a one-dimensi...","Hu, Qingwu",China,2,No
2022,5,Comparing the Sensitivity of Pixel-Based and Sub-Watershed-Based Analytic Hierarchy Process to Weighting Criteria for Flood Hazard Estimation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00013;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"In flood hazard estimation via the analytic hierarchy process (AHP), using the pixel as the basic unit might lead to accuracy relying on the optimal weighting criteria. To this end, considering the su...","Huang, Xiao",China,9,Yes
2022,5,Alternative Procedure to Improve the Positioning Accuracy of Orthomosaic Images Acquired with Agisoft Metashape and DJI P4 Multispectral for Crop Growth Observation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00011;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"Vegetation indices (VIs), such as the green chlorophyll index and normalized difference vegetation index, are calculated from visible and near-infrared band images for plant diagnosis in crop breeding...","Iwasaki, Nobusuke",Unknown,1,No
2022,5,Smartphone Digital Photography for Fractional Vegetation Cover Estimation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00008;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,Accurate ground measurements of fractional vegetation cover (FVC) are key for characterizing ecosystem functions and evaluating remote sensing products. The increasing performance of cameras equipped ...,"Jia, Kun",Unknown,1,No
2022,5,Robust Dynamic Indoor Visible Light Positioning Method Based on CMOS Image Sensor,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00012;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,A real-time imaging recognition and positioning method based on visible light communication flat light source is proposed. This method images the visible light communication flat light source through ...,"Li, Guangyun",China,1,No
2022,5,Smartphone Digital Photography for Fractional Vegetation Cover Estimation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00008;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,Accurate ground measurements of fractional vegetation cover (FVC) are key for characterizing ecosystem functions and evaluating remote sensing products. The increasing performance of cameras equipped ...,"Li, Jing",China,2,No
2022,5,Smartphone Digital Photography for Fractional Vegetation Cover Estimation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00008;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,Accurate ground measurements of fractional vegetation cover (FVC) are key for characterizing ecosystem functions and evaluating remote sensing products. The increasing performance of cameras equipped ...,"Liu, Guoxiang",China,1,No
2022,5,Alternative Procedure to Improve the Positioning Accuracy of Orthomosaic Images Acquired with Agisoft Metashape and DJI P4 Multispectral for Crop Growth Observation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00011;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"Vegetation indices (VIs), such as the green chlorophyll index and normalized difference vegetation index, are calculated from visible and near-infrared band images for plant diagnosis in crop breeding...","Ogawa, Daisuke",Japan,1,No
2022,5,Smartphone Digital Photography for Fractional Vegetation Cover Estimation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00008;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,Accurate ground measurements of fractional vegetation cover (FVC) are key for characterizing ecosystem functions and evaluating remote sensing products. The increasing performance of cameras equipped ...,"Qu, Yonghua",Unknown,1,No
2022,5,Alternative Procedure to Improve the Positioning Accuracy of Orthomosaic Images Acquired with Agisoft Metashape and DJI P4 Multispectral for Crop Growth Observation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00011;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"Vegetation indices (VIs), such as the green chlorophyll index and normalized difference vegetation index, are calculated from visible and near-infrared band images for plant diagnosis in crop breeding...","Sakamoto, Toshihiro",Japan,3,Yes
2022,5,Comparing the Sensitivity of Pixel-Based and Sub-Watershed-Based Analytic Hierarchy Process to Weighting Criteria for Flood Hazard Estimation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00013;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"In flood hazard estimation via the analytic hierarchy process (AHP), using the pixel as the basic unit might lead to accuracy relying on the optimal weighting criteria. To this end, considering the su...","Shao, Zhenfeng",China,12,Yes
2022,5,Comparing the Sensitivity of Pixel-Based and Sub-Watershed-Based Analytic Hierarchy Process to Weighting Criteria for Flood Hazard Estimation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00013;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"In flood hazard estimation via the analytic hierarchy process (AHP), using the pixel as the basic unit might lead to accuracy relying on the optimal weighting criteria. To this end, considering the su...","Sun, Jisong",China,1,No
2022,5,Robust Dynamic Indoor Visible Light Positioning Method Based on CMOS Image Sensor,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00012;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,A real-time imaging recognition and positioning method based on visible light communication flat light source is proposed. This method images the visible light communication flat light source through ...,"Sun, Senzhen",China,1,No
2022,5,Smartphone Digital Photography for Fractional Vegetation Cover Estimation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00008;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,Accurate ground measurements of fractional vegetation cover (FVC) are key for characterizing ecosystem functions and evaluating remote sensing products. The increasing performance of cameras equipped ...,"Verger, Aleixandre",Unknown,1,No
2022,5,Robust Dynamic Indoor Visible Light Positioning Method Based on CMOS Image Sensor,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00012;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,A real-time imaging recognition and positioning method based on visible light communication flat light source is proposed. This method images the visible light communication flat light source through ...,"Wang, Li",China,2,No
2022,5,A Low-Cost and Portable Indoor 3D Mapping Approach Using Biaxial Line Laser Scanners and a One-Dimension Laser Range Finder Integrated with Microelectromechanical Systems,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00009;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"Existing indoor 3D mapping solutions suffer from high cost and poor portability. In this article, a low-cost and portable indoor 3D mapping approach using biaxial line laser scanners and a one-dimensi...","Wang, Shaohua",China,1,No
2022,5,Comparing the Sensitivity of Pixel-Based and Sub-Watershed-Based Analytic Hierarchy Process to Weighting Criteria for Flood Hazard Estimation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00013;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"In flood hazard estimation via the analytic hierarchy process (AHP), using the pixel as the basic unit might lead to accuracy relying on the optimal weighting criteria. To this end, considering the su...","Wu, Wenfu",China,3,Yes
2022,5,Smartphone Digital Photography for Fractional Vegetation Cover Estimation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00008;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,Accurate ground measurements of fractional vegetation cover (FVC) are key for characterizing ecosystem functions and evaluating remote sensing products. The increasing performance of cameras equipped ...,"Xie, Qiaoyun",China,1,No
2022,5,Smartphone Digital Photography for Fractional Vegetation Cover Estimation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00008;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,Accurate ground measurements of fractional vegetation cover (FVC) are key for characterizing ecosystem functions and evaluating remote sensing products. The increasing performance of cameras equipped ...,"Yin, Gaofei",China,2,No
2022,5,Comparing the Sensitivity of Pixel-Based and Sub-Watershed-Based Analytic Hierarchy Process to Weighting Criteria for Flood Hazard Estimation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00013;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"In flood hazard estimation via the analytic hierarchy process (AHP), using the pixel as the basic unit might lead to accuracy relying on the optimal weighting criteria. To this end, considering the su...","Zhang, Hongping",China,1,No
2022,5,Comparing the Sensitivity of Pixel-Based and Sub-Watershed-Based Analytic Hierarchy Process to Weighting Criteria for Flood Hazard Estimation,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00013;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"In flood hazard estimation via the analytic hierarchy process (AHP), using the pixel as the basic unit might lead to accuracy relying on the optimal weighting criteria. To this end, considering the su...","Zhao, Jinqi",China,1,No
2022,5,A Low-Cost and Portable Indoor 3D Mapping Approach Using Biaxial Line Laser Scanners and a One-Dimension Laser Range Finder Integrated with Microelectromechanical Systems,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000005/art00009;jsessionid=1s8y9hf5f2x5n.x-ic-live-02,Subscribed content,"Existing indoor 3D mapping solutions suffer from high cost and poor portability. In this article, a low-cost and portable indoor 3D mapping approach using biaxial line laser scanners and a one-dimensi...","Zhao, Pengcheng",China,1,No
2022,7,Hydrological Topography Data Set (HTD)— the Data Set for High Resolution 2D Urban Flood Modeling,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00007;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,"This study investigated the demand of data for better high resolution two-dimensional (2D) hydraulic modeling and proposes a data set named ""Hydrological Topography Data Set"" (HTD for short) for this ...","Chang, Che-Hao",Unknown,1,No
2022,7,Hydrological Topography Data Set (HTD)— the Data Set for High Resolution 2D Urban Flood Modeling,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00007;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,"This study investigated the demand of data for better high resolution two-dimensional (2D) hydraulic modeling and proposes a data set named ""Hydrological Topography Data Set"" (HTD for short) for this ...","Chung, Po-Hsien",Unknown,1,No
2022,7,Monitoring and Analysis of Urban Sprawl Based on Road Network Data and High-Resolution Remote Sensing Imagery: A Case Study of China's Provincial Capitals,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00011;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,The primary prerequisite for sustainable urban development is to accurately grasp the development of the city. The dynamic changes in the urban area can reflect the urban expansion process and spatial...,"Ding, Lin",Unknown,1,No
2022,7,Hydrological Topography Data Set (HTD)— the Data Set for High Resolution 2D Urban Flood Modeling,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00007;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,"This study investigated the demand of data for better high resolution two-dimensional (2D) hydraulic modeling and proposes a data set named ""Hydrological Topography Data Set"" (HTD for short) for this ...","Hsu, Chih-Hung",Unknown,1,No
2022,7,Hydrological Topography Data Set (HTD)— the Data Set for High Resolution 2D Urban Flood Modeling,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00007;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,"This study investigated the demand of data for better high resolution two-dimensional (2D) hydraulic modeling and proposes a data set named ""Hydrological Topography Data Set"" (HTD for short) for this ...","Hsu, Chih-Tsung",Unknown,1,No
2022,7,Improving Land Cover Classification Over a Large Coastal City Through Stacked Generalization with Filtered Training Samples,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00008;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,"To improve remote sensing-based land cover mapping over heterogenous landscapes, we developed an ensemble classifier based on stacked generalization with a new training sample refinement technique for...","Lai, Feilin",Unknown,1,No
2022,7,Monitoring and Analysis of Urban Sprawl Based on Road Network Data and High-Resolution Remote Sensing Imagery: A Case Study of China's Provincial Capitals,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00011;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,The primary prerequisite for sustainable urban development is to accurately grasp the development of the city. The dynamic changes in the urban area can reflect the urban expansion process and spatial...,"Li, Deren",China,5,Yes
2022,7,Monocular Video Frame Optimization Through Feature-Based Parallax Analysis for 3D Pipe Reconstruction,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00010;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,"Structure-from-motion (SfM) techniques have been widely used for three-dimensional (3D) scene reconstruction from sequential video frames. However, for reconstructing narrow and confined spaces such a...","Lu, Xingzheng",China,1,No
2022,7,Monocular Video Frame Optimization Through Feature-Based Parallax Analysis for 3D Pipe Reconstruction,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00010;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,"Structure-from-motion (SfM) techniques have been widely used for three-dimensional (3D) scene reconstruction from sequential video frames. However, for reconstructing narrow and confined spaces such a...","Niu, Yiru",Unknown,1,No
2022,7,Evaluation of Urban Vegetation Phenology Using 250 m MODIS Vegetation Indices,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00009;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,"The dynamics of urban vegetation phenology play an important role in influencing human activities. Previous studies have shown high-resolution remote sensing as a tool for urban vegetation mapping, bu...","Peng, Dailiang",China,1,No
2022,7,Monocular Video Frame Optimization Through Feature-Based Parallax Analysis for 3D Pipe Reconstruction,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00010;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,"Structure-from-motion (SfM) techniques have been widely used for three-dimensional (3D) scene reconstruction from sequential video frames. However, for reconstructing narrow and confined spaces such a...","Qiao, Xu",China,1,No
2022,7,Monocular Video Frame Optimization Through Feature-Based Parallax Analysis for 3D Pipe Reconstruction,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00010;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,"Structure-from-motion (SfM) techniques have been widely used for three-dimensional (3D) scene reconstruction from sequential video frames. However, for reconstructing narrow and confined spaces such a...","Qin, Rongjun",China,8,Yes
2022,7,Monocular Video Frame Optimization Through Feature-Based Parallax Analysis for 3D Pipe Reconstruction,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00010;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,"Structure-from-motion (SfM) techniques have been widely used for three-dimensional (3D) scene reconstruction from sequential video frames. However, for reconstructing narrow and confined spaces such a...","Wang, Wenliang",China,1,No
2022,7,Evaluation of Urban Vegetation Phenology Using 250 m MODIS Vegetation Indices,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00009;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,"The dynamics of urban vegetation phenology play an important role in influencing human activities. Previous studies have shown high-resolution remote sensing as a tool for urban vegetation mapping, bu...","Wang, Xiaoyue",China,1,No
2022,7,Hydrological Topography Data Set (HTD)— the Data Set for High Resolution 2D Urban Flood Modeling,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000007/art00007;jsessionid=4kbhfjjaar05e.x-ic-live-01,Subscribed content,"This study investigated the demand of data for better high resolution two-dimensional (2D) hydraulic modeling and proposes a data set named ""Hydrological Topography Data Set"" (HTD for short) for this ...","Wu, Shiang-Jen",China,1,No
